datasetID,study,entered.by,genus,species,variety,woody,crop,source.population,provenance.lat,provenance.long,provenance.altitude,continent,no.indiv.collected,year.collected,year.germination,storage.type,storage.time,storage.humidity,storage.temp,treatment,chill.temp,chill.duration,germ.temp,other.treatment,photoperiod,chemical,chemcial.concent,trt.duration,scarification,scarif.type,soaking,soaked.in,soaking.duration,seed.mass.given,respvar,response,error.type,resp.error,reps,n.per.rep,germ.duration,germ.tim.zero,figure,Notes
li11,exp 1,JS,Atriplex,centralasiatica,NA,N,N,"Huanghua City, Hebei Province, China",NA,NA,NA,Asia,NA,2006,2006,room temp,few days,NA,NA,control,NA,NA,20/30,Black seed,24,NaCl,21039,11.973,N,NA,N,NA,NA,N,per.germ,8.02,SE,NA,3,100 + ,11.973,unknown,Figure 2,
li11,exp 1,JS,Atriplex,centralasiatica,NA,N,N,"Huanghua City, Hebei Province, China",NA,NA,NA,Asia,NA,2006,2006,room temp,few days,NA,NA,control,NA,NA,20/30,Black seed,24,NaCl,21039,13.965,N,NA,N,NA,NA,N,per.germ,8.646,SE,NA,3,100 + ,13.965,unknown,Figure 2,
li11,exp 1,JS,Atriplex,centralasiatica,NA,N,N,"Huanghua City, Hebei Province, China",NA,NA,NA,Asia,NA,2006,2006,room temp,few days,NA,NA,cold strat,4,4,20/30,Black seed,24,NaCl,21039,1.981,N,NA,N,NA,NA,N,per.germ,1.448,SE,NA,3,100 + ,1.981,unknown,Figure 2,
li11,exp 1,JS,Atriplex,centralasiatica,NA,N,N,"Huanghua City, Hebei Province, China",NA,NA,NA,Asia,NA,2006,2006,room temp,few days,NA,NA,cold strat,4,4,20/30,Black seed,24,NaCl,21039,3.973,N,NA,N,NA,NA,N,per.germ,2.7,SE,NA,3,100 + ,3.973,unknown,Figure 2,
li11,exp 1,JS,Atriplex,centralasiatica,NA,N,N,"Huanghua City, Hebei Province, China",NA,NA,NA,Asia,NA,2006,2006,room temp,few days,NA,NA,cold strat,4,4,20/30,Black seed,24,NaCl,21039,5.934,N,NA,N,NA,NA,N,per.germ,5.516,SE,NA,3,100 + ,5.934,unknown,Figure 2,
li11,exp 1,JS,Atriplex,centralasiatica,NA,N,N,"Huanghua City, Hebei Province, China",NA,NA,NA,Asia,NA,2006,2006,room temp,few days,NA,NA,cold strat,4,4,20/30,Black seed,24,NaCl,21039,7.895,N,NA,N,NA,NA,N,per.germ,5.203,SE,NA,3,100 + ,7.895,unknown,Figure 2,
li11,exp 1,JS,Atriplex,centralasiatica,NA,N,N,"Huanghua City, Hebei Province, China",NA,NA,NA,Asia,NA,2006,2006,room temp,few days,NA,NA,cold strat,4,4,20/30,Black seed,24,NaCl,21039,10.043,N,NA,N,NA,NA,N,per.germ,7.707,SE,NA,3,100 + ,10.043,unknown,Figure 2,
li11,exp 1,JS,Atriplex,centralasiatica,NA,N,N,"Huanghua City, Hebei Province, China",NA,NA,NA,Asia,NA,2006,2006,room temp,few days,NA,NA,cold strat,4,4,20/30,Black seed,24,NaCl,21039,11.973,N,NA,N,NA,NA,N,per.germ,8.646,SE,NA,3,100 + ,11.973,unknown,Figure 2,
li11,exp 1,JS,Atriplex,centralasiatica,NA,N,N,"Huanghua City, Hebei Province, China",NA,NA,NA,Asia,NA,2006,2006,room temp,few days,NA,NA,cold strat,4,4,20/30,Black seed,24,NaCl,21039,13.996,N,NA,N,NA,NA,N,per.germ,11.15,SE,NA,3,100 + ,13.996,unknown,Figure 2,
li11,exp 1,JS,Atriplex,centralasiatica,NA,N,N,"Huanghua City, Hebei Province, China",NA,NA,NA,Asia,NA,2006,2006,room temp,few days,NA,NA,control,NA,NA,20/30,Black seed,24,NaCl,14026,1.953,N,NA,N,NA,NA,N,per.germ,6.103,SE,3.052,3,100 + ,1.953,unknown,Figure 2,
li11,exp 1,JS,Atriplex,centralasiatica,NA,N,N,"Huanghua City, Hebei Province, China",NA,NA,NA,Asia,NA,2006,2006,room temp,few days,NA,NA,control,NA,NA,20/30,Black seed,24,NaCl,14026,3.911,N,NA,N,NA,NA,N,per.germ,13.028,SE,3.443,3,100 + ,3.911,unknown,Figure 2,
li11,exp 1,JS,Atriplex,centralasiatica,NA,N,N,"Huanghua City, Hebei Province, China",NA,NA,NA,Asia,NA,2006,2006,room temp,few days,NA,NA,control,NA,NA,20/30,Black seed,24,NaCl,14026,5.934,N,NA,N,NA,NA,N,per.germ,17.41,SE,5.634,3,100 + ,5.934,unknown,Figure 2,
li11,exp 1,JS,Atriplex,centralasiatica,NA,N,N,"Huanghua City, Hebei Province, China",NA,NA,NA,Asia,NA,2006,2006,room temp,few days,NA,NA,control,NA,NA,20/30,Black seed,24,NaCl,14026,7.957,N,NA,N,NA,NA,N,per.germ,27.113,SE,3.756,3,100 + ,7.957,unknown,Figure 2,
li11,exp 1,JS,Atriplex,centralasiatica,NA,N,N,"Huanghua City, Hebei Province, China",NA,NA,NA,Asia,NA,2006,2006,room temp,few days,NA,NA,control,NA,NA,20/30,Black seed,24,NaCl,14026,9.981,N,NA,N,NA,NA,N,per.germ,58.412,SE,3.755,3,100 + ,9.981,unknown,Figure 2,
li11,exp 1,JS,Atriplex,centralasiatica,NA,N,N,"Huanghua City, Hebei Province, China",NA,NA,NA,Asia,NA,2006,2006,room temp,few days,NA,NA,control,NA,NA,20/30,Black seed,24,NaCl,14026,11.942,N,NA,N,NA,NA,N,per.germ,70.618,SE,8.138,3,100 + ,11.942,unknown,Figure 2,
li11,exp 1,JS,Atriplex,centralasiatica,NA,N,N,"Huanghua City, Hebei Province, China",NA,NA,NA,Asia,NA,2006,2006,room temp,few days,NA,NA,control,NA,NA,20/30,Black seed,24,NaCl,14026,13.965,N,NA,N,NA,NA,N,per.germ,83.451,SE,3.13,3,100 + ,13.965,unknown,Figure 2,
li11,exp 1,JS,Atriplex,centralasiatica,NA,N,N,"Huanghua City, Hebei Province, China",NA,NA,NA,Asia,NA,2006,2006,room temp,few days,NA,NA,cold strat,4,4,20/30,Black seed,24,NaCl,14026,1.977,N,NA,N,NA,NA,N,per.germ,31.69,SE,6.573,3,100 + ,1.977,unknown,Figure 2,
li11,exp 1,JS,Atriplex,centralasiatica,NA,N,N,"Huanghua City, Hebei Province, China",NA,NA,NA,Asia,NA,2006,2006,room temp,few days,NA,NA,cold strat,4,4,20/30,Black seed,24,NaCl,14026,3.942,N,NA,N,NA,NA,N,per.germ,47.457,SE,11.581,3,100 + ,3.942,unknown,Figure 2,
li11,exp 1,JS,Atriplex,centralasiatica,NA,N,N,"Huanghua City, Hebei Province, China",NA,NA,NA,Asia,NA,2006,2006,room temp,few days,NA,NA,cold strat,4,4,20/30,Black seed,24,NaCl,14026,5.934,N,NA,N,NA,NA,N,per.germ,54.03,SE,11.58,3,100 + ,5.934,unknown,Figure 2,
li11,exp 1,JS,Atriplex,centralasiatica,NA,N,N,"Huanghua City, Hebei Province, China",NA,NA,NA,Asia,NA,2006,2006,room temp,few days,NA,NA,cold strat,4,4,20/30,Black seed,24,NaCl,14026,7.926,N,NA,N,NA,NA,N,per.germ,61.541,SE,6.26,3,100 + ,7.926,unknown,Figure 2,
li11,exp 1,JS,Atriplex,centralasiatica,NA,N,N,"Huanghua City, Hebei Province, China",NA,NA,NA,Asia,NA,2006,2006,room temp,few days,NA,NA,cold strat,4,4,20/30,Black seed,24,NaCl,14026,9.981,N,NA,N,NA,NA,N,per.germ,78.443,SE,3.443,3,100 + ,9.981,unknown,Figure 2,
li11,exp 1,JS,Atriplex,centralasiatica,NA,N,N,"Huanghua City, Hebei Province, China",NA,NA,NA,Asia,NA,2006,2006,room temp,few days,NA,NA,cold strat,4,4,20/30,Black seed,24,NaCl,14026,11.942,N,NA,N,NA,NA,N,per.germ,82.512,SE,4.069,3,100 + ,11.942,unknown,Figure 2,
li11,exp 1,JS,Atriplex,centralasiatica,NA,N,N,"Huanghua City, Hebei Province, China",NA,NA,NA,Asia,NA,2006,2006,room temp,few days,NA,NA,cold strat,4,4,20/30,Black seed,24,NaCl,14026,13.934,N,NA,N,NA,NA,N,per.germ,87.207,SE,NA,3,100 + ,13.934,unknown,Figure 2,
li11,exp 2,JS,Atriplex,centralasiatica,NA,N,N,"Huanghua City, Hebei Province, China",NA,NA,NA,Asia,NA,2006,2006,room temp,few days,NA,NA,control,NA,NA,20/30,Brown seed,24,NaCl,28053,1.977,N,NA,N,NA,NA,N,per.germ,10.872,SE,4.263,3,100 + ,1.977,unknown,Figure 3,
li11,exp 2,JS,Atriplex,centralasiatica,NA,N,N,"Huanghua City, Hebei Province, China",NA,NA,NA,Asia,NA,2006,2006,room temp,few days,NA,NA,control,NA,NA,20/30,Brown seed,24,NaCl,28053,3.973,N,NA,N,NA,NA,N,per.germ,12.021,SE,4.598,3,100 + ,3.973,unknown,Figure 3,
li11,exp 2,JS,Atriplex,centralasiatica,NA,N,N,"Huanghua City, Hebei Province, China",NA,NA,NA,Asia,NA,2006,2006,room temp,few days,NA,NA,control,NA,NA,20/30,Brown seed,24,NaCl,28053,5.938,N,NA,N,NA,NA,N,per.germ,12.787,SE,5.364,3,100 + ,5.938,unknown,Figure 3,
li11,exp 2,JS,Atriplex,centralasiatica,NA,N,N,"Huanghua City, Hebei Province, China",NA,NA,NA,Asia,NA,2006,2006,room temp,few days,NA,NA,control,NA,NA,20/30,Brown seed,24,NaCl,28053,7.967,N,NA,N,NA,NA,N,per.germ,17.002,SE,3.448,3,100 + ,7.967,unknown,Figure 3,
li11,exp 2,JS,Atriplex,centralasiatica,NA,N,N,"Huanghua City, Hebei Province, China",NA,NA,NA,Asia,NA,2006,2006,room temp,few days,NA,NA,control,NA,NA,20/30,Brown seed,24,NaCl,28053,9.932,N,NA,N,NA,NA,N,per.germ,17.768,SE,5.364,3,100 + ,9.932,unknown,Figure 3,
li11,exp 2,JS,Atriplex,centralasiatica,NA,N,N,"Huanghua City, Hebei Province, China",NA,NA,NA,Asia,NA,2006,2006,room temp,few days,NA,NA,control,NA,NA,20/30,Brown seed,24,NaCl,28053,11.896,N,NA,N,NA,NA,N,per.germ,21.983,SE,4.598,3,100 + ,11.896,unknown,Figure 3,
li11,exp 2,JS,Atriplex,centralasiatica,NA,N,N,"Huanghua City, Hebei Province, China",NA,NA,NA,Asia,NA,2006,2006,room temp,few days,NA,NA,control,NA,NA,20/30,Brown seed,24,NaCl,28053,13.956,N,NA,N,NA,NA,N,per.germ,24.665,SE,4.981,3,100 + ,13.956,unknown,Figure 3,
li11,exp 2,JS,Atriplex,centralasiatica,NA,N,N,"Huanghua City, Hebei Province, China",NA,NA,NA,Asia,NA,2006,2006,room temp,few days,NA,NA,control,NA,NA,20/30,Brown seed,24,NaCl,21039,1.973,N,NA,N,NA,NA,N,per.germ,14.943,SE,2.873,3,100 + ,1.973,unknown,Figure 3,
li11,exp 2,JS,Atriplex,centralasiatica,NA,N,N,"Huanghua City, Hebei Province, China",NA,NA,NA,Asia,NA,2006,2006,room temp,few days,NA,NA,control,NA,NA,20/30,Brown seed,24,NaCl,21039,3.973,N,NA,N,NA,NA,N,per.germ,20.833,SE,3.449,3,100 + ,3.973,unknown,Figure 3,
li11,exp 2,JS,Atriplex,centralasiatica,NA,N,N,"Huanghua City, Hebei Province, China",NA,NA,NA,Asia,NA,2006,2006,room temp,few days,NA,NA,control,NA,NA,20/30,Brown seed,24,NaCl,21039,5.938,N,NA,N,NA,NA,N,per.germ,25.814,SE,3.065,3,100 + ,5.938,unknown,Figure 3,
li11,exp 2,JS,Atriplex,centralasiatica,NA,N,N,"Huanghua City, Hebei Province, China",NA,NA,NA,Asia,NA,2006,2006,room temp,few days,NA,NA,control,NA,NA,20/30,Brown seed,24,NaCl,21039,7.967,N,NA,N,NA,NA,N,per.germ,41.523,SE,5.747,3,100 + ,7.967,unknown,Figure 3,
li11,exp 2,JS,Atriplex,centralasiatica,NA,N,N,"Huanghua City, Hebei Province, China",NA,NA,NA,Asia,NA,2006,2006,room temp,few days,NA,NA,control,NA,NA,20/30,Brown seed,24,NaCl,21039,9.963,N,NA,N,NA,NA,N,per.germ,51.102,SE,4.98,3,100 + ,9.963,unknown,Figure 3,
li11,exp 2,JS,Atriplex,centralasiatica,NA,N,N,"Huanghua City, Hebei Province, China",NA,NA,NA,Asia,NA,2006,2006,room temp,few days,NA,NA,control,NA,NA,20/30,Brown seed,24,NaCl,21039,11.928,N,NA,N,NA,NA,N,per.germ,64.895,SE,2.634,3,100 + ,11.928,unknown,Figure 3,
li11,exp 2,JS,Atriplex,centralasiatica,NA,N,N,"Huanghua City, Hebei Province, China",NA,NA,NA,Asia,NA,2006,2006,room temp,few days,NA,NA,control,NA,NA,20/30,Brown seed,24,NaCl,21039,13.956,N,NA,N,NA,NA,N,per.germ,85.201,SE,3.065,3,100 + ,13.956,unknown,Figure 3,
li11,exp 2,JS,Atriplex,centralasiatica,NA,N,N,"Huanghua City, Hebei Province, China",NA,NA,NA,Asia,NA,2006,2006,room temp,few days,NA,NA,scarification,NA,NA,20/30,Brown seed,24,NaCl,28053,2.02,Y,scalpel on lenticular side,N,NA,NA,N,per.germ,40.805,SE,2.298,3,100 + ,2.02,unknown,Figure 3,
li11,exp 2,JS,Atriplex,centralasiatica,NA,N,N,"Huanghua City, Hebei Province, China",NA,NA,NA,Asia,NA,2006,2006,room temp,few days,NA,NA,scarification,NA,NA,20/30,Brown seed,24,NaCl,28053,3.973,Y,scalpel on lenticular side,N,NA,NA,N,per.germ,48.036,SE,4.981,3,100 + ,3.973,unknown,Figure 3,
li11,exp 2,JS,Atriplex,centralasiatica,NA,N,N,"Huanghua City, Hebei Province, China",NA,NA,NA,Asia,NA,2006,2006,room temp,few days,NA,NA,scarification,NA,NA,20/30,Brown seed,24,NaCl,28053,5.938,Y,scalpel on lenticular side,N,NA,NA,N,per.germ,48.42,SE,4.98,3,100 + ,5.938,unknown,Figure 3,
li11,exp 2,JS,Atriplex,centralasiatica,NA,N,N,"Huanghua City, Hebei Province, China",NA,NA,NA,Asia,NA,2006,2006,room temp,few days,NA,NA,scarification,NA,NA,20/30,Brown seed,24,NaCl,28053,7.967,Y,scalpel on lenticular side,N,NA,NA,N,per.germ,54.933,SE,5.747,3,100 + ,7.967,unknown,Figure 3,
li11,exp 2,JS,Atriplex,centralasiatica,NA,N,N,"Huanghua City, Hebei Province, China",NA,NA,NA,Asia,NA,2006,2006,room temp,few days,NA,NA,scarification,NA,NA,20/30,Brown seed,24,NaCl,28053,9.963,Y,scalpel on lenticular side,N,NA,NA,N,per.germ,61.446,SE,9.196,3,100 + ,9.963,unknown,Figure 3,
li11,exp 2,JS,Atriplex,centralasiatica,NA,N,N,"Huanghua City, Hebei Province, China",NA,NA,NA,Asia,NA,2006,2006,room temp,few days,NA,NA,scarification,NA,NA,20/30,Brown seed,24,NaCl,28053,11.992,Y,scalpel on lenticular side,N,NA,NA,N,per.germ,62.979,SE,8.046,3,100 + ,11.992,unknown,Figure 3,
li11,exp 2,JS,Atriplex,centralasiatica,NA,N,N,"Huanghua City, Hebei Province, China",NA,NA,NA,Asia,NA,2006,2006,room temp,few days,NA,NA,scarification,NA,NA,20/30,Brown seed,24,NaCl,28053,13.925,Y,scalpel on lenticular side,N,NA,NA,N,per.germ,66.427,SE,7.28,3,100 + ,13.925,unknown,Figure 3,
li11,exp 2,JS,Atriplex,centralasiatica,NA,N,N,"Huanghua City, Hebei Province, China",NA,NA,NA,Asia,NA,2006,2006,room temp,few days,NA,NA,control,NA,NA,20/30,Brown seed,24,NaCl,0,1.925,N,NA,N,NA,NA,N,per.germ,99.713,SE,NA,3,100 + ,1.925,unknown,Figure 3,
li11,exp 2,JS,Atriplex,centralasiatica,NA,N,N,"Huanghua City, Hebei Province, China",NA,NA,NA,Asia,NA,2006,2006,room temp,few days,NA,NA,control,NA,NA,20/30,Brown seed,24,NaCl,0,3.973,N,NA,N,NA,NA,N,per.germ,100.527,SE,NA,3,100 + ,3.973,unknown,Figure 3,
li11,exp 2,JS,Atriplex,centralasiatica,NA,N,N,"Huanghua City, Hebei Province, China",NA,NA,NA,Asia,NA,2006,2006,room temp,few days,NA,NA,control,NA,NA,20/30,Brown seed,24,NaCl,0,5.907,N,NA,N,NA,NA,N,per.germ,100.527,SE,NA,3,100 + ,5.907,unknown,Figure 3,
li11,exp 2,JS,Atriplex,centralasiatica,NA,N,N,"Huanghua City, Hebei Province, China",NA,NA,NA,Asia,NA,2006,2006,room temp,few days,NA,NA,control,NA,NA,20/30,Brown seed,24,NaCl,0,7.967,N,NA,N,NA,NA,N,per.germ,100.527,SE,NA,3,100 + ,7.967,unknown,Figure 3,
li11,exp 2,JS,Atriplex,centralasiatica,NA,N,N,"Huanghua City, Hebei Province, China",NA,NA,NA,Asia,NA,2006,2006,room temp,few days,NA,NA,control,NA,NA,20/30,Brown seed,24,NaCl,0,9.932,N,NA,N,NA,NA,N,per.germ,100.527,SE,NA,3,100 + ,9.932,unknown,Figure 3,
li11,exp 2,JS,Atriplex,centralasiatica,NA,N,N,"Huanghua City, Hebei Province, China",NA,NA,NA,Asia,NA,2006,2006,room temp,few days,NA,NA,control,NA,NA,20/30,Brown seed,24,NaCl,0,11.928,N,NA,N,NA,NA,N,per.germ,100.527,SE,NA,3,100 + ,11.928,unknown,Figure 3,
li11,exp 2,JS,Atriplex,centralasiatica,NA,N,N,"Huanghua City, Hebei Province, China",NA,NA,NA,Asia,NA,2006,2006,room temp,few days,NA,NA,scarification,NA,NA,20/30,Brown seed,24,NaCl,0,13.893,N,NA,N,NA,NA,N,per.germ,100.91,SE,NA,3,100 + ,13.893,unknown,Figure 3,
li11,exp 2,JS,Atriplex,centralasiatica,NA,N,N,"Huanghua City, Hebei Province, China",NA,NA,NA,Asia,NA,2006,2006,room temp,few days,NA,NA,scarification,NA,NA,20/30,Brown seed,24,NaCl,0,1.925,Y,scalpel on lenticular side,N,NA,NA,N,per.germ,97.126,SE,NA,3,100 + ,1.925,unknown,Figure 3,
li11,exp 2,JS,Atriplex,centralasiatica,NA,N,N,"Huanghua City, Hebei Province, China",NA,NA,NA,Asia,NA,2006,2006,room temp,few days,NA,NA,scarification,NA,NA,20/30,Brown seed,24,NaCl,0,3.942,Y,scalpel on lenticular side,N,NA,NA,N,per.germ,100.144,SE,NA,3,100 + ,3.942,unknown,Figure 3,
li11,exp 2,JS,Atriplex,centralasiatica,NA,N,N,"Huanghua City, Hebei Province, China",NA,NA,NA,Asia,NA,2006,2006,room temp,few days,NA,NA,scarification,NA,NA,20/30,Brown seed,24,NaCl,0,5.907,Y,scalpel on lenticular side,N,NA,NA,N,per.germ,100.144,SE,NA,3,100 + ,5.907,unknown,Figure 3,
li11,exp 2,JS,Atriplex,centralasiatica,NA,N,N,"Huanghua City, Hebei Province, China",NA,NA,NA,Asia,NA,2006,2006,room temp,few days,NA,NA,scarification,NA,NA,20/30,Brown seed,24,NaCl,0,7.935,Y,scalpel on lenticular side,N,NA,NA,N,per.germ,100.527,SE,NA,3,100 + ,7.935,unknown,Figure 3,
li11,exp 2,JS,Atriplex,centralasiatica,NA,N,N,"Huanghua City, Hebei Province, China",NA,NA,NA,Asia,NA,2006,2006,room temp,few days,NA,NA,scarification,NA,NA,20/30,Brown seed,24,NaCl,0,9.9,Y,scalpel on lenticular side,N,NA,NA,N,per.germ,100.144,SE,NA,3,100 + ,9.9,unknown,Figure 3,
li11,exp 2,JS,Atriplex,centralasiatica,NA,N,N,"Huanghua City, Hebei Province, China",NA,NA,NA,Asia,NA,2006,2006,room temp,few days,NA,NA,scarification,NA,NA,20/30,Brown seed,24,NaCl,0,11.928,Y,scalpel on lenticular side,N,NA,NA,N,per.germ,100.91,SE,NA,3,100 + ,11.928,unknown,Figure 3,
li11,exp 2,JS,Atriplex,centralasiatica,NA,N,N,"Huanghua City, Hebei Province, China",NA,NA,NA,Asia,NA,2006,2006,room temp,few days,NA,NA,scarification,NA,NA,20/30,Brown seed,24,NaCl,0,13.893,Y,scalpel on lenticular side,N,NA,NA,N,per.germ,100.91,SE,NA,3,100 + ,13.893,unknown,Figure 3,
li11,exp 2,JS,Atriplex,centralasiatica,NA,N,N,"Huanghua City, Hebei Province, China",NA,NA,NA,Asia,NA,2006,2006,room temp,few days,NA,NA,control,NA,NA,20/30,Black seed,24,NaCl,28053,2.011,N,NA,N,NA,NA,N,per.germ,0.803,SE,NA,3,100 + ,2.011,unknown,Figure 3,
li11,exp 2,JS,Atriplex,centralasiatica,NA,N,N,"Huanghua City, Hebei Province, China",NA,NA,NA,Asia,NA,2006,2006,room temp,few days,NA,NA,control,NA,NA,20/30,Black seed,24,NaCl,28053,3.989,N,NA,N,NA,NA,N,per.germ,0.803,SE,NA,3,100 + ,3.989,unknown,Figure 3,
li11,exp 2,JS,Atriplex,centralasiatica,NA,N,N,"Huanghua City, Hebei Province, China",NA,NA,NA,Asia,NA,2006,2006,room temp,few days,NA,NA,control,NA,NA,20/30,Black seed,24,NaCl,28053,5.996,N,NA,N,NA,NA,N,per.germ,0.803,SE,NA,3,100 + ,5.996,unknown,Figure 3,
li11,exp 2,JS,Atriplex,centralasiatica,NA,N,N,"Huanghua City, Hebei Province, China",NA,NA,NA,Asia,NA,2006,2006,room temp,few days,NA,NA,control,NA,NA,20/30,Black seed,24,NaCl,28053,7.975,N,NA,N,NA,NA,N,per.germ,2.314,SE,NA,3,100 + ,7.975,unknown,Figure 3,
li11,exp 2,JS,Atriplex,centralasiatica,NA,N,N,"Huanghua City, Hebei Province, China",NA,NA,NA,Asia,NA,2006,2006,room temp,few days,NA,NA,control,NA,NA,20/30,Black seed,24,NaCl,28053,10.011,N,NA,N,NA,NA,N,per.germ,2.314,SE,NA,3,100 + ,10.011,unknown,Figure 3,
li11,exp 2,JS,Atriplex,centralasiatica,NA,N,N,"Huanghua City, Hebei Province, China",NA,NA,NA,Asia,NA,2006,2006,room temp,few days,NA,NA,control,NA,NA,20/30,Black seed,24,NaCl,28053,11.933,N,NA,N,NA,NA,N,per.germ,2.691,SE,NA,3,100 + ,11.933,unknown,Figure 3,
li11,exp 2,JS,Atriplex,centralasiatica,NA,N,N,"Huanghua City, Hebei Province, China",NA,NA,NA,Asia,NA,2006,2006,room temp,few days,NA,NA,control,NA,NA,20/30,Black seed,24,NaCl,28053,13.94,N,NA,N,NA,NA,N,per.germ,2.691,SE,NA,3,100 + ,13.94,unknown,Figure 3,
li11,exp 2,JS,Atriplex,centralasiatica,NA,N,N,"Huanghua City, Hebei Province, China",NA,NA,NA,Asia,NA,2006,2006,room temp,few days,NA,NA,scarification,NA,NA,20/30,Black seed,24,NaCl,28053,2.042,Y,scalpel on lenticular side,N,NA,NA,N,per.germ,0.85,SE,NA,3,100 + ,2.042,unknown,Figure 3,
li11,exp 2,JS,Atriplex,centralasiatica,NA,N,N,"Huanghua City, Hebei Province, China",NA,NA,NA,Asia,NA,2006,2006,room temp,few days,NA,NA,scarification,NA,NA,20/30,Black seed,24,NaCl,28053,3.989,Y,scalpel on lenticular side,N,NA,NA,N,per.germ,0.803,SE,NA,3,100 + ,3.989,unknown,Figure 3,
li11,exp 2,JS,Atriplex,centralasiatica,NA,N,N,"Huanghua City, Hebei Province, China",NA,NA,NA,Asia,NA,2006,2006,room temp,few days,NA,NA,scarification,NA,NA,20/30,Black seed,24,NaCl,28053,5.968,Y,scalpel on lenticular side,N,NA,NA,N,per.germ,3.069,SE,NA,3,100 + ,5.968,unknown,Figure 3,
li11,exp 2,JS,Atriplex,centralasiatica,NA,N,N,"Huanghua City, Hebei Province, China",NA,NA,NA,Asia,NA,2006,2006,room temp,few days,NA,NA,scarification,NA,NA,20/30,Black seed,24,NaCl,28053,7.975,Y,scalpel on lenticular side,N,NA,NA,N,per.germ,11.379,SE,NA,3,100 + ,7.975,unknown,Figure 3,
li11,exp 2,JS,Atriplex,centralasiatica,NA,N,N,"Huanghua City, Hebei Province, China",NA,NA,NA,Asia,NA,2006,2006,room temp,few days,NA,NA,scarification,NA,NA,20/30,Black seed,24,NaCl,28053,9.982,Y,scalpel on lenticular side,N,NA,NA,N,per.germ,18.178,SE,NA,3,100 + ,9.982,unknown,Figure 3,
li11,exp 2,JS,Atriplex,centralasiatica,NA,N,N,"Huanghua City, Hebei Province, China",NA,NA,NA,Asia,NA,2006,2006,room temp,few days,NA,NA,scarification,NA,NA,20/30,Black seed,24,NaCl,28053,11.961,Y,scalpel on lenticular side,N,NA,NA,N,per.germ,18.555,SE,NA,3,100 + ,11.961,unknown,Figure 3,
li11,exp 2,JS,Atriplex,centralasiatica,NA,N,N,"Huanghua City, Hebei Province, China",NA,NA,NA,Asia,NA,2006,2006,room temp,few days,NA,NA,scarification,NA,NA,20/30,Black seed,24,NaCl,28053,13.94,Y,scalpel on lenticular side,N,NA,NA,N,per.germ,21.199,SE,NA,3,100 + ,13.94,unknown,Figure 3,
li11,exp 2,JS,Atriplex,centralasiatica,NA,N,N,"Huanghua City, Hebei Province, China",NA,NA,NA,Asia,NA,2006,2006,room temp,few days,NA,NA,control,NA,NA,20/30,Black seed,24,NaCl,21039,2.021,N,NA,N,NA,NA,N,per.germ,0.425,SE,NA,3,100 + ,2.021,unknown,Figure 3,
li11,exp 2,JS,Atriplex,centralasiatica,NA,N,N,"Huanghua City, Hebei Province, China",NA,NA,NA,Asia,NA,2006,2006,room temp,few days,NA,NA,control,NA,NA,20/30,Black seed,24,NaCl,21039,3.989,N,NA,N,NA,NA,N,per.germ,0.425,SE,NA,3,100 + ,3.989,unknown,Figure 3,
li11,exp 2,JS,Atriplex,centralasiatica,NA,N,N,"Huanghua City, Hebei Province, China",NA,NA,NA,Asia,NA,2006,2006,room temp,few days,NA,NA,control,NA,NA,20/30,Black seed,24,NaCl,21039,5.968,N,NA,N,NA,NA,N,per.germ,5.713,SE,NA,3,100 + ,5.968,unknown,Figure 3,
li11,exp 2,JS,Atriplex,centralasiatica,NA,N,N,"Huanghua City, Hebei Province, China",NA,NA,NA,Asia,NA,2006,2006,room temp,few days,NA,NA,control,NA,NA,20/30,Black seed,24,NaCl,21039,7.975,N,NA,N,NA,NA,N,per.germ,7.602,SE,NA,3,100 + ,7.975,unknown,Figure 3,
li11,exp 2,JS,Atriplex,centralasiatica,NA,N,N,"Huanghua City, Hebei Province, China",NA,NA,NA,Asia,NA,2006,2006,room temp,few days,NA,NA,control,NA,NA,20/30,Black seed,24,NaCl,21039,10.011,N,NA,N,NA,NA,N,per.germ,8.357,SE,NA,3,100 + ,10.011,unknown,Figure 3,
li11,exp 2,JS,Atriplex,centralasiatica,NA,N,N,"Huanghua City, Hebei Province, China",NA,NA,NA,Asia,NA,2006,2006,room temp,few days,NA,NA,control,NA,NA,20/30,Black seed,24,NaCl,21039,11.961,N,NA,N,NA,NA,N,per.germ,7.979,SE,NA,3,100 + ,11.961,unknown,Figure 3,
li11,exp 2,JS,Atriplex,centralasiatica,NA,N,N,"Huanghua City, Hebei Province, China",NA,NA,NA,Asia,NA,2006,2006,room temp,few days,NA,NA,control,NA,NA,20/30,Black seed,24,NaCl,21039,13.94,N,NA,N,NA,NA,N,per.germ,10.246,SE,NA,3,100 + ,13.94,unknown,Figure 3,
li11,exp 2,JS,Atriplex,centralasiatica,NA,N,N,"Huanghua City, Hebei Province, China",NA,NA,NA,Asia,NA,2006,2006,room temp,few days,NA,NA,control,NA,NA,20/30,Black seed,24,NaCl,14026,2.021,N,NA,N,NA,NA,N,per.germ,5.949,SE,NA,3,100 + ,2.021,unknown,Figure 3,
li11,exp 2,JS,Atriplex,centralasiatica,NA,N,N,"Huanghua City, Hebei Province, China",NA,NA,NA,Asia,NA,2006,2006,room temp,few days,NA,NA,control,NA,NA,20/30,Black seed,24,NaCl,14026,3.989,N,NA,N,NA,NA,N,per.germ,12.89,SE,NA,3,100 + ,3.989,unknown,Figure 3,
